,mip_table,variable_code,upload_size_GB,number_of_uploads,unique
846,Emon,conccmcn,3554.2331865532324,1383.0,conccmcn_Emon
847,Emon,conccn,4203.6853355886415,1839.0,conccn_Emon
848,Emon,concdust,3153.7939993636683,1322.0,concdust_Emon
849,Emon,concnmcn,1254.834516919218,561.0,concnmcn_Emon
850,Emon,cropfracc3,129.1545369308442,46834.0,cropfracc3_Emon
851,Emon,cropfracc4,98.92571438010782,61497.0,cropfracc4_Emon
852,Emon,depdust,86.4700383124873,1444.0,depdust_Emon
853,Emon,diabdrag,0.0,0.0,diabdrag_Emon
854,Emon,dissi14c,0.0,0.0,dissi14c_Emon
855,Emon,ec550aer,4711.594808773138,2925.0,ec550aer_Emon
856,Emon,evspsblpot,21.466242903843522,504.0,evspsblpot_Emon
857,Emon,exparag,0.0,0.0,exparag_Emon
858,Emon,expcalc,13902.620555798523,8580.0,expcalc_Emon
859,Emon,expfe,2373.9104988407344,379.0,expfe_Emon
860,Emon,expn,6164.0194669170305,825.0,expn_Emon
861,Emon,expp,6229.648689668626,832.0,expp_Emon
862,Emon,expsi,21060.405562793836,9360.0,expsi_Emon
863,Emon,fanthdisturb,63.77201954461634,24531.0,fanthdisturb_Emon
864,Emon,fbnf,105.58359377179295,30980.0,fbnf_Emon
865,Emon,fclandtoocean,2.4741589352488518,39.0,fclandtoocean_Emon
866,Emon,fdeforesttoatmos,7.708386369049549,477.0,fdeforesttoatmos_Emon
867,Emon,fdeforesttoproduct,22.254009027965367,5578.0,fdeforesttoproduct_Emon
868,Emon,ffireall,6.542469738982618,171.0,ffireall_Emon
869,Emon,ffirenat,5.265794033184648,358.0,ffirenat_Emon
870,Emon,fharvesttoatmos,3.4971502413973212,167.0,fharvesttoatmos_Emon
871,Emon,fharvesttoproduct,16.830946024507284,4266.0,fharvesttoproduct_Emon
872,Emon,flitterfire,0.01869090646505356,215.0,flitterfire_Emon
873,Emon,fluc,26.18701379932463,5495.0,fluc_Emon
874,Emon,flulccatmlut,10.150529333390296,428.0,flulccatmlut_Emon
875,Emon,flulccproductlut,9.245104326866567,402.0,flulccproductlut_Emon
876,Emon,flulccresiduelut,10.331181459128857,440.0,flulccresiduelut_Emon
877,Emon,fn2o,21.202513242140412,4910.0,fn2o_Emon
878,Emon,fnanthdisturb,14.472162337042391,4345.0,fnanthdisturb_Emon
879,Emon,fnlandtoocean,5.865261520259082,341.0,fnlandtoocean_Emon
880,Emon,fnlittersoil,8.199942481704056,406.0,fnlittersoil_Emon
881,Emon,fnox,0.8161383625119925,245.0,fnox_Emon
882,Emon,fnproduct,15.758679752238095,4407.0,fnproduct_Emon
883,Emon,fnveglitter,0.3150118598714471,20.0,fnveglitter_Emon
884,Emon,fnvegsoil,2.5409230422228575,125.0,fnvegsoil_Emon
885,Emon,fndep,26.52568077482283,4993.0,fndep_Emon
886,Emon,fnfert,2.485937568359077,402.0,fnfert_Emon
887,Emon,fngas,22.819698119536042,4800.0,fngas_Emon
888,Emon,fngasfire,12.348173816688359,4595.0,fngasfire_Emon
889,Emon,fngasnonfire,20.31383415032178,4718.0,fngasnonfire_Emon
890,Emon,fnleach,28.638308188878,5144.0,fnleach_Emon
891,Emon,fnloss,21.97868355922401,4777.0,fnloss_Emon
892,Emon,fnnetmin,28.64309650659561,4631.0,fnnetmin_Emon
893,Emon,fnup,23.076238626614213,4407.0,fnup_Emon
894,Emon,fproductdecomp,26.74631913099438,4323.0,fproductdecomp_Emon
895,Emon,fproductdecomplut,9.938669429160655,404.0,fproductdecomplut_Emon
896,Emon,fvegfire,5.478436313569546,138.0,fvegfire_Emon
897,Emon,fveglittermortality,2.8941155169159174,256.0,fveglittermortality_Emon
898,Emon,fveglittersenescence,5.53536853659898,598.0,fveglittersenescence_Emon
899,Emon,fvegsoilmortality,0.0,0.0,fvegsoilmortality_Emon
900,Emon,fvegsoilsenescence,0.0,0.0,fvegsoilsenescence_Emon
901,Emon,fahlut,1.4617996802553535,325.0,fahlut_Emon
902,Emon,fg14co2,0.0,0.0,fg14co2_Emon
903,Emon,flandice,1.4744239626452327,32.0,flandice_Emon
904,Emon,flashrate,5.461417127400637,138.0,flashrate_Emon
905,Emon,fraclut,71.72081835474819,5901.0,fraclut_Emon
906,Emon,gppgrass,23.719486919231713,4673.0,gppgrass_Emon
907,Emon,gpplut,42.123149102553725,5049.0,gpplut_Emon
908,Emon,gppshrub,14.557229151017964,4503.0,gppshrub_Emon
909,Emon,gpptree,22.585379503667355,4664.0,gpptree_Emon
910,Emon,gppc13,2.4410056937485933,61.0,gppc13_Emon
911,Emon,gppc14,2.6809434993192554,67.0,gppc14_Emon
912,Emon,grassfracc3,35.84123854432255,6584.0,grassfracc3_Emon
913,Emon,grassfracc4,25.974464111961424,6603.0,grassfracc4_Emon
914,Emon,grplmxrat27,0.0,0.0,grplmxrat27_Emon
915,Emon,hflslut,16.455526128411293,480.0,hflslut_Emon
916,Emon,hfsslut,16.166525239124894,479.0,hfsslut_Emon
917,Emon,hursmincrop,0.0,0.0,hursmincrop_Emon
918,Emon,hus,856.1945797996596,4676.0,hus_Emon
919,Emon,hus27,0.0,0.0,hus27_Emon
920,Emon,husslut,14.000845233909786,478.0,husslut_Emon
921,Emon,intuadse,29.211128674447536,321.0,intuadse_Emon
922,Emon,intuaw,42.86894340440631,454.0,intuaw_Emon
923,Emon,intvadse,32.29354422725737,320.0,intvadse_Emon
924,Emon,intvaw,39.81274676416069,417.0,intvaw_Emon
925,Emon,irrlut,0.9288652772083879,35.0,irrlut_Emon
926,Emon,jpdftaureicemodis,4.9336943086236715,8.0,jpdftaureicemodis_Emon
927,Emon,jpdftaureliqmodis,6.002515859901905,8.0,jpdftaureliqmodis_Emon
928,Emon,lailut,45.386897126212716,4279.0,lailut_Emon
929,Emon,loaddust,17.53952691797167,613.0,loaddust_Emon
930,Emon,loadso4,18.024018308147788,281.0,loadso4_Emon
931,Emon,loadss,29.872357787564397,955.0,loadss_Emon
932,Emon,lwsrfasdust,0.14797466341406107,8.0,lwsrfasdust_Emon
933,Emon,lwsrfcsdust,0.2741555515676737,9.0,lwsrfcsdust_Emon
934,Emon,lwtoaasdust,0.2324589816853404,7.0,lwtoaasdust_Emon
935,Emon,lwtoacsaer,4.589656507596374,128.0,lwtoacsaer_Emon
936,Emon,lwtoacsdust,0.04402288794517517,3.0,lwtoacsdust_Emon
937,Emon,md,0.0,0.0,md_Emon
938,Emon,mmrno3,2.0980422012507915,89.0,mmrno3_Emon
939,Emon,mrlso,40.19983642920852,1859.0,mrlso_Emon
940,Emon,mrrolut,15.760630356147885,448.0,mrrolut_Emon
941,Emon,mrsfl,289.71640899870545,1883.0,mrsfl_Emon
942,Emon,mrsll,416.42817118484527,1898.0,mrsll_Emon
943,Emon,mrsolut,13.916365722194314,441.0,mrsolut_Emon
944,Emon,mrsol,857.253302520141,10507.0,mrsol_Emon
945,Emon,mrsoslut,9.953801634721458,422.0,mrsoslut_Emon
946,Emon,mrtws,21.983904724009335,772.0,mrtws_Emon
947,Emon,nland,29.881302567198873,5156.0,nland_Emon
948,Emon,nleaf,4.534787446260452,367.0,nleaf_Emon
949,Emon,nlitter,26.444416594691575,4507.0,nlitter_Emon
950,Emon,nlittercwd,2.431388900615275,46.0,nlittercwd_Emon
951,Emon,nlittersubsurf,0.0,0.0,nlittersubsurf_Emon
952,Emon,nlittersurf,0.0,0.0,nlittersurf_Emon
953,Emon,nmineral,28.53580349870026,5113.0,nmineral_Emon
954,Emon,nmineralnh4,3.415669037029147,289.0,nmineralnh4_Emon
955,Emon,nmineralno3,3.3701576767489314,285.0,nmineralno3_Emon
956,Emon,nother,0.0,0.0,nother_Emon
957,Emon,nproduct,18.434953462332487,4767.0,nproduct_Emon
958,Emon,nroot,4.327637972310185,365.0,nroot_Emon
959,Emon,nsoil,29.382751383818686,4631.0,nsoil_Emon
960,Emon,nstem,4.744504988193512,372.0,nstem_Emon
961,Emon,nveg,29.019873433746397,4632.0,nveg_Emon
962,Emon,necblut,11.865145795047283,427.0,necblut_Emon
963,Emon,nep,48.62549568712711,5200.0,nep_Emon
964,Emon,netatmoslandc13flux,1.4892896665260196,42.0,netatmoslandc13flux_Emon
965,Emon,netatmoslandc14flux,1.4279212346300483,40.0,netatmoslandc14flux_Emon
966,Emon,netatmoslandco2flux,56.70512654259801,8929.0,netatmoslandco2flux_Emon
967,Emon,nppgrass,25.72275864891708,4725.0,nppgrass_Emon
968,Emon,npplut,46.9620512034744,4758.0,npplut_Emon
969,Emon,nppother,3.3577034873887897,93.0,nppother_Emon
970,Emon,nppshrub,16.046035104431212,4555.0,nppshrub_Emon
971,Emon,nppstem,6.3761014230549335,382.0,nppstem_Emon
972,Emon,npptree,23.84063820168376,4714.0,npptree_Emon
973,Emon,nwdfraclut,30.747787779197097,2975.0,nwdfraclut_Emon
974,Emon,ocontempdiff,362.4338001096621,136.0,ocontempdiff_Emon
975,Emon,ocontempmint,3.087547719478607,7.0,ocontempmint_Emon
976,Emon,ocontemppadvect,163.1667032968253,77.0,ocontemppadvect_Emon
977,Emon,ocontemppmdiff,349.59423473943025,134.0,ocontemppmdiff_Emon
978,Emon,ocontemppsmadvect,31.811312415637076,108.0,ocontemppsmadvect_Emon
979,Emon,ocontemprmadvect,275.80739656370133,56.0,ocontemprmadvect_Emon
980,Emon,ocontemptend,288.03104058653116,71.0,ocontemptend_Emon
981,Emon,od443dust,7.199346581473947,100.0,od443dust_Emon
982,Emon,od550aerso,5.094991868361831,167.0,od550aerso_Emon
983,Emon,od550so4so,0.0,0.0,od550so4so_Emon
984,Emon,od865dust,8.991162294521928,171.0,od865dust_Emon
985,Emon,opottempdiff,2178.3009488945827,1880.0,opottempdiff_Emon
986,Emon,opottempmint,130.8025347823277,3456.0,opottempmint_Emon
987,Emon,opottemppadvect,1787.8955614687875,1820.0,opottemppadvect_Emon
988,Emon,opottemppmdiff,2296.944253567606,1881.0,opottemppmdiff_Emon
989,Emon,opottemppsmadvect,18.592862866818905,8.0,opottemppsmadvect_Emon
990,Emon,opottemprmadvect,553.01817259565,69.0,opottemprmadvect_Emon
991,Emon,opottemptend,5802.929677374661,2412.0,opottemptend_Emon
992,Emon,orog,12.314202859066427,251.0,orog_Emon
993,Emon,osaltdiff,2494.3659655619413,1965.0,osaltdiff_Emon
994,Emon,osaltpadvect,2084.837506609969,1891.0,osaltpadvect_Emon
995,Emon,osaltpmdiff,2664.4831882389262,2016.0,osaltpmdiff_Emon
996,Emon,osaltpsmadvect,35.10411025211215,66.0,osaltpsmadvect_Emon
997,Emon,osaltrmadvect,2507.2521402565762,1935.0,osaltrmadvect_Emon
998,Emon,osalttend,3354.4828383950517,2136.0,osalttend_Emon
999,Emon,pabigthetao,16.59876015689224,28.0,pabigthetao_Emon
1000,Emon,parasolrefl,14.04347815643996,90.0,parasolrefl_Emon
1001,Emon,pasturefracc3,13.80835653282702,5763.0,pasturefracc3_Emon
1002,Emon,pasturefracc4,13.175358993932605,5769.0,pasturefracc4_Emon
1003,Emon,pathetao,167.54458755720407,136.0,pathetao_Emon
1004,Emon,ppcalc,0.0,0.0,ppcalc_Emon
1005,Emon,ppdiat,1445.4175882646814,378.0,ppdiat_Emon
1006,Emon,ppdiaz,1641.3022460518405,4439.0,ppdiaz_Emon
1007,Emon,ppmisc,3693.5863825995475,4835.0,ppmisc_Emon
1008,Emon,pppico,0.0,0.0,pppico_Emon
1009,Emon,pr17o,0.0,0.0,pr17o_Emon
1010,Emon,pr18o,0.0,0.0,pr18o_Emon
1011,Emon,pr2h,0.0,0.0,pr2h_Emon
1012,Emon,prcrop,0.0,0.0,prcrop_Emon
1013,Emon,prbigthetao,30.190816769376397,28.0,prbigthetao_Emon
1014,Emon,prhmax,0.1210229117423296,1.0,prhmax_Emon
1015,Emon,prsn17o,0.0,0.0,prsn17o_Emon
1016,Emon,prsn18o,0.0,0.0,prsn18o_Emon
1017,Emon,prsn2h,0.0,0.0,prsn2h_Emon
1018,Emon,prthetao,196.51576213352382,156.0,prthetao_Emon
1019,Emon,prw17o,0.0,0.0,prw17o_Emon
1020,Emon,prw18o,0.0,0.0,prw18o_Emon
1021,Emon,prw2h,0.0,0.0,prw2h_Emon
1022,Emon,ps,30.584443231113255,2967.0,ps_Emon
1023,Emon,ragrass,25.01237278059125,4712.0,ragrass_Emon
1024,Emon,raleaf,2.514106700196862,52.0,raleaf_Emon
1025,Emon,ralut,44.47108192369342,4984.0,ralut_Emon
1026,Emon,raother,0.0,0.0,raother_Emon
1027,Emon,raroot,2.2883036602288485,46.0,raroot_Emon
1028,Emon,rashrub,15.59473771136254,4540.0,rashrub_Emon
1029,Emon,rastem,0.0,0.0,rastem_Emon
1030,Emon,ratree,23.35342334676534,4708.0,ratree_Emon
1031,Emon,rac13,1.7157173780724406,51.0,rac13_Emon
1032,Emon,rac14,1.7594738015905023,53.0,rac14_Emon
1033,Emon,rainmxrat27,0.0,0.0,rainmxrat27_Emon
1034,Emon,reffclic,62.40293687209487,65.0,reffclic_Emon
1035,Emon,reffclis,162.36378001980484,128.0,reffclis_Emon
1036,Emon,reffclwc,58.48346508294344,61.0,reffclwc_Emon
1037,Emon,reffclws,216.9647239400074,154.0,reffclws_Emon
1038,Emon,rhgrass,20.38688157685101,3897.0,rhgrass_Emon
1039,Emon,rhlitter,9.333729458972812,218.0,rhlitter_Emon
1040,Emon,rhlut,43.21610684879124,4159.0,rhlut_Emon
1041,Emon,rhshrub,11.680285247974098,3732.0,rhshrub_Emon
1042,Emon,rhsoil,23.895809416659176,3946.0,rhsoil_Emon
1043,Emon,rhtree,19.166036738082767,3899.0,rhtree_Emon
1044,Emon,rhc13,1.7024658005684614,51.0,rhc13_Emon
1045,Emon,rhc14,1.71088557690382,51.0,rhc14_Emon
1046,Emon,rls,126.27564001549035,8251.0,rls_Emon
1047,Emon,rluslut,14.602198977954686,475.0,rluslut_Emon
1048,Emon,rsdoabsorb,3244.550490343012,3619.0,rsdoabsorb_Emon
1049,Emon,rsdscsdiff,11.286451943218708,334.0,rsdscsdiff_Emon
1050,Emon,rsdsdiff,29.561768729239702,1066.0,rsdsdiff_Emon
1051,Emon,rss,117.48220720887184,8326.0,rss_Emon
1052,Emon,rsuslut,14.481826922856271,462.0,rsuslut_Emon
1053,Emon,sconcdust,28.610983080230653,393.0,sconcdust_Emon
1054,Emon,sconcso4,26.24013471417129,366.0,sconcso4_Emon
1055,Emon,sconcss,27.075367116369307,392.0,sconcss_Emon
1056,Emon,sedustci,1.767502712085843,12.0,sedustci_Emon
1057,Emon,sfcwindmax,122.83472078945488,8340.0,sfcwindmax_Emon
1058,Emon,snowmxrat27,0.0,0.0,snowmxrat27_Emon
1059,Emon,somint,150.91943783126771,3499.0,somint_Emon
1060,Emon,sw17o,0.0,0.0,sw17o_Emon
1061,Emon,sw18o,0.0,0.0,sw18o_Emon
1062,Emon,sw2h,0.0,0.0,sw2h_Emon
1063,Emon,swelut,10.624041366390884,493.0,swelut_Emon
1064,Emon,swsrfasdust,0.12291009910404682,5.0,swsrfasdust_Emon
1065,Emon,swsrfcsdust,0.31359474547207355,2.0,swsrfcsdust_Emon
1066,Emon,swtoaasdust,0.9656901145353913,31.0,swtoaasdust_Emon
1067,Emon,swtoacsdust,0.43736851774156094,9.0,swtoacsdust_Emon
1068,Emon,t2,264.9046771945432,94.0,t2_Emon
1069,Emon,t20d,193.58970440924168,8473.0,t20d_Emon
1070,Emon,tsoilpools,19.457827729173005,166.0,tsoilpools_Emon
1071,Emon,ta27,0.0,0.0,ta27_Emon
1072,Emon,taslut,12.408482075668871,492.0,taslut_Emon
1073,Emon,tasmaxcrop,0.6762510584667325,31.0,tasmaxcrop_Emon
1074,Emon,tasmincrop,0.8527823248878121,37.0,tasmincrop_Emon
1075,Emon,tdps,128.68476945348084,5817.0,tdps_Emon
1076,Emon,thetaot,285.6733891228214,8204.0,thetaot_Emon
1077,Emon,thetaot2000,227.00349583942443,8073.0,thetaot2000_Emon
1078,Emon,thetaot300,233.20642636809498,8075.0,thetaot300_Emon
1079,Emon,thetaot700,229.03544404171407,8074.0,thetaot700_Emon
1080,Emon,tnhuspbl,1313.8054062100127,3208.0,tnhuspbl_Emon
1081,Emon,tnhusscp,1137.685445296578,3195.0,tnhusscp_Emon
1082,Emon,tntd,20.94564243592322,62.0,tntd_Emon
1083,Emon,tntmp27,0.0,0.0,tntmp27_Emon
1084,Emon,tntpbl,1462.8610560670495,3209.0,tntpbl_Emon
1085,Emon,tntrl27,0.0,0.0,tntrl27_Emon
1086,Emon,tntrlcs,548.2827004622668,174.0,tntrlcs_Emon
1087,Emon,tntrs27,0.0,0.0,tntrs27_Emon
1088,Emon,tntrscs,514.998528148979,186.0,tntrscs_Emon
1089,Emon,tntscp,1199.028996033594,3211.0,tntscp_Emon
1090,Emon,treefracbdldcd,18.253554702736437,1034.0,treefracbdldcd_Emon
1091,Emon,treefracbdlevg,12.909720418043435,1003.0,treefracbdlevg_Emon
1092,Emon,treefracndldcd,9.490535510703921,982.0,treefracndldcd_Emon
1093,Emon,treefracndlevg,15.051419604569674,1033.0,treefracndlevg_Emon
1094,Emon,tslsilut,13.638606074266136,485.0,tslsilut_Emon
1095,Emon,twap,70.89039848279208,11.0,twap_Emon
1096,Emon,u2,363.5649935621768,95.0,u2_Emon
1097,Emon,ua,864.1439037751406,4833.0,ua_Emon
1098,Emon,ua27,0.0,0.0,ua27_Emon
1099,Emon,uqint,16.338648912496865,912.0,uqint_Emon
1100,Emon,ut,351.046556876041,94.0,ut_Emon
1101,Emon,utendnogw,683.3043515142053,2753.0,utendnogw_Emon
1102,Emon,utendogw,475.41987020149827,3148.0,utendogw_Emon
1103,Emon,uv,387.28005590941757,92.0,uv_Emon
1104,Emon,uwap,53.425835436210036,9.0,uwap_Emon
1105,Emon,v2,381.17734396643937,98.0,v2_Emon
1106,Emon,va,954.0959128262475,4827.0,va_Emon
1107,Emon,va27,0.0,0.0,va27_Emon
1108,Emon,vegfrac,44.67682809010148,6693.0,vegfrac_Emon
1109,Emon,vegheight,17.197896637953818,958.0,vegheight_Emon
1110,Emon,vegheightcrop,3.3281155629083514,206.0,vegheightcrop_Emon
1111,Emon,vegheightgrass,4.315508360043168,207.0,vegheightgrass_Emon
1112,Emon,vegheightpasture,2.0783351501449943,117.0,vegheightpasture_Emon
1113,Emon,vegheightshrub,3.8279447853565216,202.0,vegheightshrub_Emon
1114,Emon,vegheighttree,4.917945088818669,216.0,vegheighttree_Emon
1115,Emon,vqint,16.20981829892844,812.0,vqint_Emon
1116,Emon,vt,384.9247411387041,94.0,vt_Emon
1117,Emon,vtendnogw,508.65306976716965,2658.0,vtendnogw_Emon
1118,Emon,vtendogw,279.97982081677765,2846.0,vtendogw_Emon
1119,Emon,vwap,52.9094299422577,9.0,vwap_Emon
1120,Emon,wap,1341.1644124593586,3662.0,wap_Emon
1121,Emon,wap2,48.182948388159275,9.0,wap2_Emon
1122,Emon,wetlandch4,6.3405283549800515,443.0,wetlandch4_Emon
1123,Emon,wetlandch4cons,2.453963927924633,39.0,wetlandch4cons_Emon
1124,Emon,wetlandch4prod,3.307068495079875,332.0,wetlandch4prod_Emon
1125,Emon,wetlandfrac,10.353904684074223,1330.0,wetlandfrac_Emon
1126,Emon,wtd,31.101318486966193,545.0,wtd_Emon
1127,Emon,xgwdparam,22.369069828651845,2.0,xgwdparam_Emon
1128,Emon,ygwdparam,29.99151444621384,7.0,ygwdparam_Emon
1129,Emon,zg27,0.0,0.0,zg27_Emon
1130,EmonZ,epfy,10.530206620693207,2696.0,epfy_EmonZ
1131,EmonZ,epfz,10.222769876942039,2672.0,epfz_EmonZ
1132,EmonZ,jo2,0.3275841400027275,45.0,jo2_EmonZ
1133,EmonZ,jo3,0.7032182551920414,45.0,jo3_EmonZ
1134,EmonZ,oxloss,0.7640834869816899,41.0,oxloss_EmonZ
1135,EmonZ,oxprod,0.8748849900439382,45.0,oxprod_EmonZ
1136,EmonZ,sltbasin,2.096177444793284,5114.0,sltbasin_EmonZ
1137,EmonZ,tntc,2.477876052260399,2491.0,tntc_EmonZ
1138,EmonZ,tntmp,7.096927681006491,2540.0,tntmp_EmonZ
1139,EmonZ,tntnogw,4.726009858772159,1756.0,tntnogw_EmonZ
1140,EmonZ,tntogw,5.395578415133059,1811.0,tntogw_EmonZ
1141,EmonZ,tntrl,5.887030346319079,2464.0,tntrl_EmonZ
1142,EmonZ,tntrlcs,1.4008153527975082,126.0,tntrlcs_EmonZ
1143,EmonZ,tntrs,5.713335304521024,2472.0,tntrs_EmonZ
1144,EmonZ,tntrscs,1.4119877014309168,133.0,tntrscs_EmonZ
1145,EmonZ,tntscp,3.0904192449525,2481.0,tntscp_EmonZ
1146,EmonZ,utendepfd,8.571302226744592,2484.0,utendepfd_EmonZ
1147,EmonZ,utendnogw,4.695304940454662,1723.0,utendnogw_EmonZ
1148,EmonZ,vmrox,0.9166087750345469,53.0,vmrox_EmonZ
1149,EmonZ,vtem,8.899152491241693,3135.0,vtem_EmonZ
1150,EmonZ,vtendnogw,3.9583322377875447,1665.0,vtendnogw_EmonZ
1151,EmonZ,wtem,8.278423244133592,3004.0,wtem_EmonZ
1152,EmonZ,xgwdparam,0.17187123280018568,7.0,xgwdparam_EmonZ
1153,EmonZ,ygwdparam,0.17204758804291487,7.0,ygwdparam_EmonZ
1154,EmonZ,zmtnt,1.9058134034276009,81.0,zmtnt_EmonZ
1155,Esubhr,bldep,0.0,0.0,bldep_Esubhr
1156,Esubhr,hfls,971.788371372968,79.0,hfls_Esubhr
1157,Esubhr,hfss,1060.163425645791,87.0,hfss_Esubhr
1158,Esubhr,hus,57695.94947531447,5005.0,hus_Esubhr
1159,Esubhr,huss,883.5546262348071,79.0,huss_Esubhr
1160,Esubhr,mc,18279.97942782566,5005.0,mc_Esubhr
1161,Esubhr,pr,694.4474282925949,79.0,pr_Esubhr
1162,Esubhr,prc,268.6613397365436,79.0,prc_Esubhr
1163,Esubhr,prw,893.8941738242283,79.0,prw_Esubhr
1164,Esubhr,ps,0.0,0.0,ps_Esubhr
1165,Esubhr,reffclic,0.0,0.0,reffclic_Esubhr
1166,Esubhr,reffclis,107.91477181669325,55.0,reffclis_Esubhr
1167,Esubhr,reffclwc,0.0,0.0,reffclwc_Esubhr
1168,Esubhr,reffclws,89.01396725233644,55.0,reffclws_Esubhr
1169,Esubhr,rlut,821.3729525152594,79.0,rlut_Esubhr
1170,Esubhr,rsdt,483.2280371459201,79.0,rsdt_Esubhr
1171,Esubhr,rsut,529.8268584934995,79.0,rsut_Esubhr
1172,Esubhr,ta,52476.12234632764,5005.0,ta_Esubhr
1173,Esubhr,tas,694.1530466768891,79.0,tas_Esubhr
1174,Esubhr,tnhus,78483.75263626687,5005.0,tnhus_Esubhr
1175,Esubhr,tnhuspbl,183.52964965533465,22.0,tnhuspbl_Esubhr
1176,Esubhr,tnhusscp,338.02567147184163,103.0,tnhusscp_Esubhr
1177,Esubhr,tnt,77940.07668198738,5005.0,tnt_Esubhr
1178,Esubhr,tntd,7.20072232093662,55.0,tntd_Esubhr
1179,Esubhr,tntpbl,180.92776607628912,22.0,tntpbl_Esubhr
1180,Esubhr,tntrl,0.0,0.0,tntrl_Esubhr
1181,Esubhr,tntrlcs,163.30487898085266,22.0,tntrlcs_Esubhr
1182,Esubhr,tntrs,0.0,0.0,tntrs_Esubhr
1183,Esubhr,tntrscs,109.75261567160487,20.0,tntrscs_Esubhr
1184,Esubhr,tntscp,103.0978750102222,20.0,tntscp_Esubhr
1185,Esubhr,ua,76372.46178506128,5340.0,ua_Esubhr
1186,Esubhr,va,74942.7370738713,5005.0,va_Esubhr
1187,Esubhr,wap,78900.06493230071,5437.0,wap_Esubhr
1188,Eyr,baresoilfrac,2.0539943240582943,5456.0,baresoilfrac_Eyr
1189,Eyr,clitter,2.002854981459677,4614.0,clitter_Eyr
1190,Eyr,clitterlut,3.814251503907144,4785.0,clitterlut_Eyr
1191,Eyr,cproduct,1.7200572835281491,3986.0,cproduct_Eyr
1192,Eyr,cproductlut,0.3971427073702216,346.0,cproductlut_Eyr
1193,Eyr,csoil,2.032985247671604,4614.0,csoil_Eyr
1194,Eyr,csoillut,3.82728779502213,4784.0,csoillut_Eyr
1195,Eyr,cveg,1.9635591777041554,4605.0,cveg_Eyr
1196,Eyr,cveglut,3.6691542640328407,4782.0,cveglut_Eyr
1197,Eyr,cropfrac,2.011557017453015,6321.0,cropfrac_Eyr
1198,Eyr,fracinlut,2.4961240589618683,3714.0,fracinlut_Eyr
1199,Eyr,fraclut,4.720165909267962,5057.0,fraclut_Eyr
1200,Eyr,fracoutlut,2.4238335201516747,3719.0,fracoutlut_Eyr
1201,Eyr,grassfrac,2.4802826000377536,6326.0,grassfrac_Eyr
1202,Eyr,residualfrac,0.11171777732670307,814.0,residualfrac_Eyr
1203,Eyr,shrubfrac,1.9675170090049505,6123.0,shrubfrac_Eyr
1204,Eyr,treefrac,2.0944387754425406,6208.0,treefrac_Eyr
1205,Eyr,vegfrac,1.7032404905185103,5216.0,vegfrac_Eyr
1206,Eyr,zfullo,0.0,0.0,zfullo_Eyr
1207,IfxAnt,areacellg,0.0,0.0,areacellg_IfxAnt
1208,IfxAnt,hfgeoubed,0.0,0.0,hfgeoubed_IfxAnt
1209,IfxAnt,lithk,0.0,0.0,lithk_IfxAnt
1210,IfxAnt,topg,0.0,0.0,topg_IfxAnt
1211,IfxGre,areacellg,0.0,0.0,areacellg_IfxGre
1212,IfxGre,hfgeoubed,0.027430180460214615,43.0,hfgeoubed_IfxGre
1213,IfxGre,lithk,0.011913794092833996,41.0,lithk_IfxGre
1214,IfxGre,topg,0.025127161294221878,37.0,topg_IfxGre
1215,ImonAnt,acabf,0.7166695715859532,41.0,acabf_ImonAnt
1216,ImonAnt,hfls,0.8445442141965032,40.0,hfls_ImonAnt
1217,ImonAnt,hfss,0.815982224419713,40.0,hfss_ImonAnt
1218,ImonAnt,icem,0.10417725332081318,36.0,icem_ImonAnt
1219,ImonAnt,libmassbffl,0.0,0.0,libmassbffl_ImonAnt
1220,ImonAnt,libmassbfgr,0.0,0.0,libmassbfgr_ImonAnt
1221,ImonAnt,licalvf,0.0,0.0,licalvf_ImonAnt
1222,ImonAnt,lifmassbf,0.0,0.0,lifmassbf_ImonAnt
1223,ImonAnt,litempbotfl,0.0,0.0,litempbotfl_ImonAnt
1224,ImonAnt,litempbotgr,0.0,0.0,litempbotgr_ImonAnt
1225,ImonAnt,litemptop,0.6987084141001105,41.0,litemptop_ImonAnt
1226,ImonAnt,mrroli,0.9409932214766741,40.0,mrroli_ImonAnt
1227,ImonAnt,orog,0.0,0.0,orog_ImonAnt
1228,ImonAnt,prra,0.2944010915234685,40.0,prra_ImonAnt
1229,ImonAnt,prsn,4.653501376509666,76.0,prsn_ImonAnt
1230,ImonAnt,rlds,1.7777689984068274,141.0,rlds_ImonAnt
1231,ImonAnt,rlus,1.7421831041574478,141.0,rlus_ImonAnt
1232,ImonAnt,rsds,4.758744611404836,141.0,rsds_ImonAnt
1233,ImonAnt,rsus,1.3952279658988118,138.0,rsus_ImonAnt
1234,ImonAnt,sbl,0.807477381080389,41.0,sbl_ImonAnt
1235,ImonAnt,snc,0.23276775982230902,40.0,snc_ImonAnt
1236,ImonAnt,snicefreez,0.29026590287685394,40.0,snicefreez_ImonAnt
1237,ImonAnt,snicem,0.15911050885915756,40.0,snicem_ImonAnt
1238,ImonAnt,snm,0.2781212832778692,41.0,snm_ImonAnt
1239,ImonAnt,tas,0.2774440683424473,17.0,tas_ImonAnt
1240,ImonAnt,ts,1.7623371267691255,153.0,ts_ImonAnt
1241,ImonAnt,tsn,0.6993697853758931,41.0,tsn_ImonAnt
