,mip_table,variable_code,upload_size_GB,number_of_uploads,unique
1643,Omon,intppdiaz,139.05864295735955,4752.0,intppdiaz_Omon
1644,Omon,intppmisc,59.3732726322487,268.0,intppmisc_Omon
1645,Omon,intppnitrate,88.6771792722866,437.0,intppnitrate_Omon
1646,Omon,intpppico,44.22572308778763,284.0,intpppico_Omon
1647,Omon,limfecalc,1.4651200361549854,14.0,limfecalc_Omon
1648,Omon,limfediat,92.95343862473965,630.0,limfediat_Omon
1649,Omon,limfediaz,170.014065974392,4805.0,limfediaz_Omon
1650,Omon,limfemisc,50.98418755829334,466.0,limfemisc_Omon
1651,Omon,limfepico,48.26561714988202,331.0,limfepico_Omon
1652,Omon,limirrcalc,1.4651239477097988,14.0,limirrcalc_Omon
1653,Omon,limirrdiat,109.69681313820183,611.0,limirrdiat_Omon
1654,Omon,limirrdiaz,47.90316963195801,349.0,limirrdiaz_Omon
1655,Omon,limirrmisc,97.07047812920064,456.0,limirrmisc_Omon
1656,Omon,limirrpico,50.06562529318035,334.0,limirrpico_Omon
1657,Omon,limncalc,1.4651202447712421,14.0,limncalc_Omon
1658,Omon,limndiat,111.56732370704412,629.0,limndiat_Omon
1659,Omon,limndiaz,1.4651202447712421,14.0,limndiaz_Omon
1660,Omon,limnmisc,98.45873695146292,465.0,limnmisc_Omon
1661,Omon,limnpico,48.19388643838465,331.0,limnpico_Omon
1662,Omon,masscello,7425.3546460857615,8205.0,masscello_Omon
1663,Omon,masso,0.8168963519856334,6334.0,masso_Omon
1664,Omon,mfo,0.5572433704510331,5348.0,mfo_Omon
1665,Omon,mlotst,1004.3238432174549,13526.0,mlotst_Omon
1666,Omon,mlotstmax,393.7659276947379,6062.0,mlotstmax_Omon
1667,Omon,mlotstmin,339.098452267237,5675.0,mlotstmin_Omon
1668,Omon,mlotstsq,345.92422543559223,6057.0,mlotstsq_Omon
1669,Omon,msftbarot,485.0281369416043,6952.0,msftbarot_Omon
1670,Omon,msftmrho,9.432054990902543,303.0,msftmrho_Omon
1671,Omon,msftmrhompa,8.171640872024,190.0,msftmrhompa_Omon
1672,Omon,msftmz,193.13559259101748,9335.0,msftmz_Omon
1673,Omon,msftmzmpa,83.69071921892464,6369.0,msftmzmpa_Omon
1674,Omon,msftmzsmpa,2.631346541456878,111.0,msftmzsmpa_Omon
1675,Omon,msftyrho,9.272032308392227,61.0,msftyrho_Omon
1676,Omon,msftyrhompa,7.702096713706851,31.0,msftyrhompa_Omon
1677,Omon,msftyz,113.2775145759806,3607.0,msftyz_Omon
1678,Omon,msftyzmpa,29.584644227288663,358.0,msftyzmpa_Omon
1679,Omon,msftyzsmpa,0.5704619446769357,25.0,msftyzsmpa_Omon
1680,Omon,nh4,4467.3023172058165,805.0,nh4_Omon
1681,Omon,nh4os,58.037042209878564,332.0,nh4os_Omon
1682,Omon,no3,11936.137102725916,9105.0,no3_Omon
1683,Omon,no3os,294.1906827799976,5287.0,no3os_Omon
1684,Omon,o2,12774.51392625831,10896.0,o2_Omon
1685,Omon,o2min,158.80091816931963,4790.0,o2min_Omon
1686,Omon,o2os,237.0563483471051,5088.0,o2os_Omon
1687,Omon,o2sat,5953.461557989009,6744.0,o2sat_Omon
1688,Omon,o2satos,141.08200369309634,4734.0,o2satos_Omon
1689,Omon,obvfsq,10555.986843973398,7793.0,obvfsq_Omon
1690,Omon,ocfriver,38.519435429014266,4608.0,ocfriver_Omon
1691,Omon,pbo,550.3273231741041,6327.0,pbo_Omon
1692,Omon,ph,9232.090153757483,7748.0,ph_Omon
1693,Omon,phabio,171.385092837736,32.0,phabio_Omon
1694,Omon,phabioos,20.830351065844297,123.0,phabioos_Omon
1695,Omon,phnat,203.72228012420237,34.0,phnat_Omon
1696,Omon,phnatos,38.041917284950614,238.0,phnatos_Omon
1697,Omon,phos,59.558633926324546,501.0,phos_Omon
1698,Omon,phyc,9685.236016259529,8660.0,phyc_Omon
1699,Omon,phycalc,58.58560808002949,34.0,phycalc_Omon
1700,Omon,phycalcos,1.4651195146143436,14.0,phycalcos_Omon
1701,Omon,phycos,309.36020454671234,5211.0,phycos_Omon
1702,Omon,phydiat,3091.3510053381324,756.0,phydiat_Omon
1703,Omon,phydiatos,54.257204252295196,316.0,phydiatos_Omon
1704,Omon,phydiaz,4632.316732052714,4791.0,phydiaz_Omon
1705,Omon,phydiazos,44.67863851599395,295.0,phydiazos_Omon
1706,Omon,phyfe,5564.361749809235,5138.0,phyfe_Omon
1707,Omon,phyfeos,99.04695176240057,585.0,phyfeos_Omon
1708,Omon,phymisc,5715.98854771629,5038.0,phymisc_Omon
1709,Omon,phymiscos,12.071671823970973,73.0,phymiscos_Omon
1710,Omon,phyn,5118.751617313363,6133.0,phyn_Omon
1711,Omon,phynos,68.54190450161695,507.0,phynos_Omon
1712,Omon,phyp,3860.399293667637,4749.0,phyp_Omon
1713,Omon,phypico,463.6710663335398,280.0,phypico_Omon
1714,Omon,phypicoos,45.00207120273262,291.0,phypicoos_Omon
1715,Omon,phypos,51.58651056699455,342.0,phypos_Omon
1716,Omon,physi,2449.124344272539,554.0,physi_Omon
1717,Omon,physios,88.6671489244327,433.0,physios_Omon
1718,Omon,po4,10847.743860494345,8001.0,po4_Omon
1719,Omon,po4os,78.05203744396567,498.0,po4os_Omon
1720,Omon,pon,4303.408004788682,4737.0,pon_Omon
1721,Omon,ponos,210.7355710407719,4896.0,ponos_Omon
1722,Omon,pop,4175.572622762993,4628.0,pop_Omon
1723,Omon,popos,153.12182720098644,4638.0,popos_Omon
1724,Omon,pp,4912.637428189628,6259.0,pp_Omon
1725,Omon,ppos,204.1948399534449,4911.0,ppos_Omon
1726,Omon,prra,142.77192310150713,1191.0,prra_Omon
1727,Omon,prsn,173.1355551695451,1019.0,prsn_Omon
1728,Omon,pso,45.69223182182759,647.0,pso_Omon
1729,Omon,rlntds,92.77193590439856,492.0,rlntds_Omon
1730,Omon,rsdo,4302.9481687340885,1878.0,rsdo_Omon
1731,Omon,rsntds,355.7273981310427,6264.0,rsntds_Omon
1732,Omon,sf6,767.1146677890792,214.0,sf6_Omon
1733,Omon,sfdsi,83.70776571519673,4941.0,sfdsi_Omon
1734,Omon,sfriver,0.7294679703190923,42.0,sfriver_Omon
1735,Omon,si,10398.348558894359,7482.0,si_Omon
1736,Omon,sios,82.18317893985659,566.0,sios_Omon
1737,Omon,sltovgyre,1.2939941342920065,582.0,sltovgyre_Omon
1738,Omon,sltovovrt,1.1663336623460054,584.0,sltovovrt_Omon
1739,Omon,so,33914.13607600052,33947.0,so_Omon
1740,Omon,sob,309.7024800879881,5862.0,sob_Omon
1741,Omon,soga,44.53224411141127,8543.0,soga_Omon
1742,Omon,sos,1084.0078566027805,24936.0,sos_Omon
1743,Omon,sosga,2.3609396629035473,5540.0,sosga_Omon
1744,Omon,sossq,189.63690141029656,5152.0,sossq_Omon
1745,Omon,spco2,453.5474201804027,7876.0,spco2_Omon
1746,Omon,spco2abio,72.81328708305955,323.0,spco2abio_Omon
1747,Omon,spco2nat,63.94233328383416,238.0,spco2nat_Omon
1748,Omon,talk,12732.901537281461,11435.0,talk_Omon
1749,Omon,talknat,1499.8904791306704,275.0,talknat_Omon
1750,Omon,talknatos,39.56534020975232,241.0,talknatos_Omon
1751,Omon,talkos,119.51779358461499,827.0,talkos_Omon
1752,Omon,tauucorr,0.0,0.0,tauucorr_Omon
1753,Omon,tauuo,739.6729099340737,10072.0,tauuo_Omon
1754,Omon,tauvcorr,0.0,0.0,tauvcorr_Omon
1755,Omon,tauvo,731.6685051154345,9244.0,tauvo_Omon
1756,Omon,thetao,46968.68678058311,37223.0,thetao_Omon
1757,Omon,thetaoga,46.14923975430429,9076.0,thetaoga_Omon
1758,Omon,thkcello,4563.182716263458,6730.0,thkcello_Omon
1759,Omon,tob,409.715401398018,5821.0,tob_Omon
1760,Omon,tos,1544.7937539005652,35687.0,tos_Omon
1761,Omon,tosga,2.506030121818185,6587.0,tosga_Omon
1762,Omon,tossq,355.8049962138757,6622.0,tossq_Omon
1763,Omon,umo,21705.73151975032,12181.0,umo_Omon
1764,Omon,uo,36203.1742151659,21725.0,uo_Omon
1765,Omon,vmo,21137.566074374132,11235.0,vmo_Omon
1766,Omon,vo,36717.97885665018,21243.0,vo_Omon
1767,Omon,volcello,3147.6853006621823,2639.0,volcello_Omon
1768,Omon,volo,46.22810102440417,10230.0,volo_Omon
1769,Omon,vsf,27.73949894309044,292.0,vsf_Omon
1770,Omon,vsfcorr,0.0,0.0,vsfcorr_Omon
1771,Omon,vsfevap,42.559384307824075,241.0,vsfevap_Omon
1772,Omon,vsfpr,41.65877334494144,241.0,vsfpr_Omon
1773,Omon,vsfriver,33.73528712242842,242.0,vsfriver_Omon
1774,Omon,vsfsit,48.80643230676651,406.0,vsfsit_Omon
1775,Omon,wfcorr,4.190371409058571,94.0,wfcorr_Omon
1776,Omon,wfo,603.8092558505014,7406.0,wfo_Omon
1777,Omon,wfonocorr,176.4693216122687,4860.0,wfonocorr_Omon
1778,Omon,wmo,21431.540497546084,13461.0,wmo_Omon
1779,Omon,wo,24116.900296634063,12412.0,wo_Omon
1780,Omon,zfullo,883.2695091972128,390.0,zfullo_Omon
1781,Omon,zhalfo,138.96632944606245,178.0,zhalfo_Omon
1782,Omon,zmeso,2376.153976888396,461.0,zmeso_Omon
1783,Omon,zmesoos,12.917633082717657,72.0,zmesoos_Omon
1784,Omon,zmicro,2629.230693251826,532.0,zmicro_Omon
1785,Omon,zmicroos,13.258553130552173,74.0,zmicroos_Omon
1786,Omon,zmisc,0.0,0.0,zmisc_Omon
1787,Omon,zmiscos,0.0,0.0,zmiscos_Omon
1788,Omon,zo2min,182.67428389936686,4771.0,zo2min_Omon
1789,Omon,zooc,8444.396880056709,8545.0,zooc_Omon
1790,Omon,zoocos,119.73487978149205,677.0,zoocos_Omon
1791,Omon,zos,1079.7849561693147,17611.0,zos_Omon
1792,Omon,zossq,525.2455042377114,8390.0,zossq_Omon
1793,Omon,zostoga,1.1797131365165114,17830.0,zostoga_Omon
1794,Omon,zsatarag,55.32818662375212,491.0,zsatarag_Omon
1795,Omon,zsatcalc,150.9256903808564,5038.0,zsatcalc_Omon
1796,Oyr,arag,38.02792394440621,52.0,arag_Oyr
1797,Oyr,bacc,25.87583946157247,32.0,bacc_Oyr
1798,Oyr,bddtalk,382.96558702737093,4496.0,bddtalk_Oyr
1799,Oyr,bddtdic,375.0870075095445,4507.0,bddtdic_Oyr
1800,Oyr,bddtdife,401.958795953542,4514.0,bddtdife_Oyr
1801,Oyr,bddtdin,388.902556729503,4509.0,bddtdin_Oyr
1802,Oyr,bddtdip,388.4010432390496,4508.0,bddtdip_Oyr
1803,Oyr,bddtdisi,391.6513197887689,4505.0,bddtdisi_Oyr
1804,Oyr,bfe,450.6925746528432,4738.0,bfe_Oyr
1805,Oyr,bsi,496.90845804382116,5142.0,bsi_Oyr
1806,Oyr,calc,183.0011927811429,942.0,calc_Oyr
1807,Oyr,cfc11,43.456784387119114,448.0,cfc11_Oyr
1808,Oyr,cfc12,45.12655448541045,459.0,cfc12_Oyr
1809,Oyr,chl,869.9512331187725,5484.0,chl_Oyr
1810,Oyr,chlcalc,0.0,0.0,chlcalc_Oyr
1811,Oyr,chldiat,175.16759788896888,307.0,chldiat_Oyr
1812,Oyr,chldiaz,387.01849837973714,4682.0,chldiaz_Oyr
1813,Oyr,chlmisc,138.24946977943182,98.0,chlmisc_Oyr
1814,Oyr,chlpico,31.274075440131128,220.0,chlpico_Oyr
1815,Oyr,co3,227.77763615641743,946.0,co3_Oyr
1816,Oyr,co3abio,0.9849751461297274,2.0,co3abio_Oyr
1817,Oyr,co3nat,4.607393868267536,22.0,co3nat_Oyr
1818,Oyr,co3satarag,130.92080971132964,435.0,co3satarag_Oyr
1819,Oyr,co3satcalc,151.53551127016544,472.0,co3satcalc_Oyr
1820,Oyr,darag,0.0,0.0,darag_Oyr
1821,Oyr,dcalc,297.50720802601427,4755.0,dcalc_Oyr
1822,Oyr,detoc,497.18025132920593,1470.0,detoc_Oyr
1823,Oyr,dfe,619.7891760542989,5543.0,dfe_Oyr
1824,Oyr,difmxybo,0.0,0.0,difmxybo_Oyr
1825,Oyr,difmxylo,41.32955964654684,57.0,difmxylo_Oyr
1826,Oyr,diftrblo,298.4579669870436,660.0,diftrblo_Oyr
1827,Oyr,diftrelo,40.65611665695906,93.0,diftrelo_Oyr
1828,Oyr,difvho,715.9203760800883,5345.0,difvho_Oyr
1829,Oyr,difvso,684.3588063213974,5318.0,difvso_Oyr
1830,Oyr,dispkexyfo,1.181939760223031,32.0,dispkexyfo_Oyr
1831,Oyr,dissi13c,0.0,0.0,dissi13c_Oyr
1832,Oyr,dissi14cabio,49.719487231224775,102.0,dissi14cabio_Oyr
1833,Oyr,dissic,534.3271378241479,1705.0,dissic_Oyr
1834,Oyr,dissicabio,275.2570352181792,655.0,dissicabio_Oyr
1835,Oyr,dissicnat,382.0262835305184,1029.0,dissicnat_Oyr
1836,Oyr,dissoc,247.3689957410097,1013.0,dissoc_Oyr
1837,Oyr,dmso,0.0,0.0,dmso_Oyr
1838,Oyr,exparag,3.0345081770792603,9.0,exparag_Oyr
1839,Oyr,expc,609.8996641868725,4816.0,expc_Oyr
1840,Oyr,expcalc,609.3206693818793,4807.0,expcalc_Oyr
1841,Oyr,expfe,119.18883789796382,96.0,expfe_Oyr
1842,Oyr,expn,34.896952325478196,53.0,expn_Oyr
1843,Oyr,expp,41.85175163857639,63.0,expp_Oyr
1844,Oyr,expsi,602.4846734572202,4799.0,expsi_Oyr
1845,Oyr,fediss,67.15454863291234,107.0,fediss_Oyr
1846,Oyr,fescav,92.03656897135079,121.0,fescav_Oyr
1847,Oyr,fg13co2,0.0,0.0,fg13co2_Oyr
1848,Oyr,fg14co2abio,1.756697041913867,103.0,fg14co2abio_Oyr
1849,Oyr,fgco2,44.43277069553733,5643.0,fgco2_Oyr
1850,Oyr,fgco2abio,11.231567533686757,679.0,fgco2abio_Oyr
1851,Oyr,fgco2nat,14.07111479062587,850.0,fgco2nat_Oyr
1852,Oyr,graz,488.07231330499053,4757.0,graz_Oyr
1853,Oyr,nh4,186.59386771917343,273.0,nh4_Oyr
1854,Oyr,no3,1031.8810731871054,6189.0,no3_Oyr
1855,Oyr,o2,967.3048541685566,6187.0,o2_Oyr
1856,Oyr,o2sat,454.19105292018503,6306.0,o2sat_Oyr
1857,Oyr,ocontempdiff,79.67698016948998,42.0,ocontempdiff_Oyr
1858,Oyr,ocontempmint,0.0,0.0,ocontempmint_Oyr
1859,Oyr,ocontemppadvect,99.49746180791408,51.0,ocontemppadvect_Oyr
1860,Oyr,ocontemppmdiff,110.22682214714587,55.0,ocontemppmdiff_Oyr
1861,Oyr,ocontemppsmadvect,4.228211425244808,13.0,ocontemppsmadvect_Oyr
1862,Oyr,ocontemprmadvect,94.3046678872779,43.0,ocontemprmadvect_Oyr
1863,Oyr,ocontemptend,92.86828140541911,52.0,ocontemptend_Oyr
1864,Oyr,opottempdiff,768.3666378762573,5156.0,opottempdiff_Oyr
1865,Oyr,opottempmint,40.27246236614883,5248.0,opottempmint_Oyr
1866,Oyr,opottemppadvect,794.4016948537901,5156.0,opottemppadvect_Oyr
1867,Oyr,opottemppmdiff,793.3891366608441,5160.0,opottemppmdiff_Oyr
1868,Oyr,opottemppsmadvect,14.337742138653994,45.0,opottemppsmadvect_Oyr
1869,Oyr,opottemprmadvect,775.4926450522617,5148.0,opottemprmadvect_Oyr
1870,Oyr,opottemptend,1012.7760300030932,5503.0,opottemptend_Oyr
1871,Oyr,osaltdiff,886.3892332334071,5235.0,osaltdiff_Oyr
1872,Oyr,osaltpadvect,893.3404136691242,5233.0,osaltpadvect_Oyr
1873,Oyr,osaltpmdiff,893.796319548972,5233.0,osaltpmdiff_Oyr
1874,Oyr,osaltpsmadvect,20.575170535594225,64.0,osaltpsmadvect_Oyr
1875,Oyr,osaltrmadvect,865.4945472301915,5212.0,osaltrmadvect_Oyr
1876,Oyr,osalttend,817.7447252143174,5221.0,osalttend_Oyr
1877,Oyr,parag,1.49485994130373,8.0,parag_Oyr
1878,Oyr,pbfe,302.2845594426617,4737.0,pbfe_Oyr
1879,Oyr,pbsi,437.68861046712846,4720.0,pbsi_Oyr
1880,Oyr,pcalc,479.3687055995688,4761.0,pcalc_Oyr
1881,Oyr,ph,265.9887516889721,1260.0,ph_Oyr
1882,Oyr,phabio,4.032698360271752,12.0,phabio_Oyr
1883,Oyr,phnat,5.6919130608439445,27.0,phnat_Oyr
1884,Oyr,phyc,784.1148990821093,6086.0,phyc_Oyr
1885,Oyr,phycalc,0.0,0.0,phycalc_Oyr
1886,Oyr,phydiat,122.76562552154064,341.0,phydiat_Oyr
1887,Oyr,phydiaz,41.396120371297,289.0,phydiaz_Oyr
1888,Oyr,phyfe,441.331806242466,4750.0,phyfe_Oyr
1889,Oyr,phymisc,76.48710014205426,68.0,phymisc_Oyr
1890,Oyr,phyn,627.6945725670084,5249.0,phyn_Oyr
1891,Oyr,phyp,338.8459655158222,4691.0,phyp_Oyr
1892,Oyr,phypico,41.64746074937284,286.0,phypico_Oyr
1893,Oyr,physi,145.0482633477077,281.0,physi_Oyr
1894,Oyr,pnitrate,98.09830216970295,274.0,pnitrate_Oyr
1895,Oyr,po4,303.6195023646578,1066.0,po4_Oyr
1896,Oyr,pon,658.1493313033134,5048.0,pon_Oyr
1897,Oyr,pop,357.7210037102923,4480.0,pop_Oyr
1898,Oyr,pp,373.62843576446176,5516.0,pp_Oyr
1899,Oyr,ppcalc,0.0,0.0,ppcalc_Oyr
1900,Oyr,ppdiat,62.686644818633795,61.0,ppdiat_Oyr
1901,Oyr,ppdiaz,161.64479023776948,4465.0,ppdiaz_Oyr
1902,Oyr,ppmisc,266.0295925308019,4528.0,ppmisc_Oyr
1903,Oyr,pppico,2.93361574690789,8.0,pppico_Oyr
1904,Oyr,remoc,552.2210263870656,4725.0,remoc_Oyr
1905,Oyr,rsdoabsorb,586.2334000039846,5178.0,rsdoabsorb_Oyr
1906,Oyr,sf6,27.340243935585022,74.0,sf6_Oyr
1907,Oyr,si,633.479933491908,5462.0,si_Oyr
1908,Oyr,somint,41.94109718129039,5288.0,somint_Oyr
1909,Oyr,talk,516.8489227192476,1783.0,talk_Oyr
1910,Oyr,talknat,123.72047423291951,492.0,talknat_Oyr
1911,Oyr,tnkebto,1.3123378194868565,35.0,tnkebto_Oyr
1912,Oyr,tnpeo,2.5683604842051864,65.0,tnpeo_Oyr
1913,Oyr,volcello,0.0,0.0,volcello_Oyr
1914,Oyr,zmeso,87.192184465006,73.0,zmeso_Oyr
1915,Oyr,zmicro,690.0807669367641,12053.0,zmicro_Oyr
1916,Oyr,zmisc,0.0,0.0,zmisc_Oyr
1917,Oyr,zooc,2499.518325724639,11551.0,zooc_Oyr
1918,SIday,siconc,14214.072102972306,135328.0,siconc_SIday
1919,SIday,siconca,2003.6165928971022,71603.0,siconca_SIday
1920,SIday,sisnthick,7169.118138131686,37516.0,sisnthick_SIday
1921,SIday,sispeed,5760.139199228026,42569.0,sispeed_SIday
1922,SIday,sitemptop,6027.12835119199,34273.0,sitemptop_SIday
1923,SIday,sithick,9655.982190634124,92932.0,sithick_SIday
1924,SIday,sitimefrac,2640.5401357812807,29162.0,sitimefrac_SIday
1925,SIday,siu,14640.621509111486,103724.0,siu_SIday
1926,SIday,siv,14500.490375936963,102998.0,siv_SIday
1927,SImon,sfdsi,400.0338988415897,21541.0,sfdsi_SImon
1928,SImon,siage,480.1856699679047,51052.0,siage_SImon
1929,SImon,siareaacrossline,1.08552451338619,11111.0,siareaacrossline_SImon
1930,SImon,siarean,92.10897271335125,22889.0,siarean_SImon
1931,SImon,siareas,92.12957668025047,23292.0,siareas_SImon
1932,SImon,sicompstren,437.31252356711775,39020.0,sicompstren_SImon
1933,SImon,siconc,2863.061165283434,326786.0,siconc_SImon
1934,SImon,siconca,273.08000885043293,127481.0,siconca_SImon
1935,SImon,sidconcdyn,447.170572466217,15733.0,sidconcdyn_SImon
1936,SImon,sidconcth,499.2946928171441,19632.0,sidconcth_SImon
1937,SImon,sidivvel,451.64516955800354,37311.0,sidivvel_SImon
1938,SImon,sidmassdyn,647.6213113153353,23979.0,sidmassdyn_SImon
1939,SImon,sidmassevapsubl,648.5629195123911,53015.0,sidmassevapsubl_SImon
1940,SImon,sidmassgrowthbot,465.23907873407006,43009.0,sidmassgrowthbot_SImon
1941,SImon,sidmassgrowthwat,474.2206329572946,43049.0,sidmassgrowthwat_SImon
1942,SImon,sidmasslat,352.0929505806416,12672.0,sidmasslat_SImon
1943,SImon,sidmassmeltbot,709.2204880081117,53898.0,sidmassmeltbot_SImon
1944,SImon,sidmassmelttop,615.8807799229398,53361.0,sidmassmelttop_SImon
1945,SImon,sidmasssi,597.6780692161992,42770.0,sidmasssi_SImon
1946,SImon,sidmassth,749.3006882127374,23778.0,sidmassth_SImon
1947,SImon,sidmasstranx,616.0911438111216,50028.0,sidmasstranx_SImon
1948,SImon,sidmasstrany,629.9504848923534,49983.0,sidmasstrany_SImon
1949,SImon,sidragbot,8.839282141067088,348.0,sidragbot_SImon
1950,SImon,sidragtop,71.31727918144315,4857.0,sidragtop_SImon
1951,SImon,siextentn,94.53483040630817,22714.0,siextentn_SImon
1952,SImon,siextents,94.575922396034,22731.0,siextents_SImon
1953,SImon,sifb,326.8361698510125,19332.0,sifb_SImon
1954,SImon,siflcondbot,424.48690725676715,21864.0,siflcondbot_SImon
1955,SImon,siflcondtop,570.5365069527179,25822.0,siflcondtop_SImon
1956,SImon,siflfwbot,471.43297118972987,21393.0,siflfwbot_SImon
1957,SImon,siflfwdrain,277.3708149669692,12329.0,siflfwdrain_SImon
1958,SImon,sifllatstop,601.0409972062334,21741.0,sifllatstop_SImon
1959,SImon,sifllwdtop,341.85859569348395,20845.0,sifllwdtop_SImon
1960,SImon,sifllwutop,277.2506442349404,21486.0,sifllwutop_SImon
1961,SImon,siflsenstop,295.59419796802104,23109.0,siflsenstop_SImon
1962,SImon,siflsensupbot,486.96486467588693,13855.0,siflsensupbot_SImon
1963,SImon,siflswdbot,171.7336959829554,4005.0,siflswdbot_SImon
1964,SImon,siflswdtop,443.3965772371739,59317.0,siflswdtop_SImon
1965,SImon,siflswutop,367.0980915920809,20688.0,siflswutop_SImon
1966,SImon,siforcecoriolx,251.00204692408442,10310.0,siforcecoriolx_SImon
1967,SImon,siforcecorioly,248.04759124759585,10314.0,siforcecorioly_SImon
1968,SImon,siforceintstrx,252.1891690576449,10246.0,siforceintstrx_SImon
1969,SImon,siforceintstry,252.69844903983176,10256.0,siforceintstry_SImon
1970,SImon,siforcetiltx,169.37487354688346,10026.0,siforcetiltx_SImon
1971,SImon,siforcetilty,168.1276247072965,10041.0,siforcetilty_SImon
1972,SImon,sihc,682.0940881026909,52927.0,sihc_SImon
1973,SImon,siitdconc,1027.6174802584574,6904.0,siitdconc_SImon
1974,SImon,siitdsnconc,228.64772936701775,2438.0,siitdsnconc_SImon
1975,SImon,siitdsnthick,515.0890162969008,6088.0,siitdsnthick_SImon
1976,SImon,siitdthick,491.8231682917103,6130.0,siitdthick_SImon
1977,SImon,simass,1395.3710119631141,122827.0,simass_SImon
1978,SImon,simassacrossline,1.2869777269661427,12402.0,simassacrossline_SImon
1979,SImon,simpconc,142.93679578974843,7821.0,simpconc_SImon
1980,SImon,simpmass,69.07395748328418,4271.0,simpmass_SImon
1981,SImon,simprefrozen,4.2343366192653775,218.0,simprefrozen_SImon
1982,SImon,sipr,514.5759145468473,15712.0,sipr_SImon
1983,SImon,sirdgconc,184.3444801615551,4769.0,sirdgconc_SImon
1984,SImon,sirdgthick,82.39829634688795,6535.0,sirdgthick_SImon
1985,SImon,sisali,149.66723583638668,38255.0,sisali_SImon
1986,SImon,sisaltmass,380.0794075038284,19513.0,sisaltmass_SImon
1987,SImon,sishevel,210.5970234312117,8661.0,sishevel_SImon
1988,SImon,sisnconc,678.704062669538,24270.0,sisnconc_SImon
1989,SImon,sisnhc,549.6179665438831,22800.0,sisnhc_SImon
1990,SImon,sisnmass,1138.270276254043,101621.0,sisnmass_SImon
1991,SImon,sisnthick,1320.3120165392756,116643.0,sisnthick_SImon
1992,SImon,sispeed,1043.543979037553,116321.0,sispeed_SImon
1993,SImon,sistremax,95.44005430489779,3990.0,sistremax_SImon
1994,SImon,sistresave,87.1287167230621,3968.0,sistresave_SImon
1995,SImon,sistrxdtop,1396.765127309598,65043.0,sistrxdtop_SImon
1996,SImon,sistrxubot,707.5293105756864,26005.0,sistrxubot_SImon
1997,SImon,sistrydtop,1396.5143167078495,64905.0,sistrydtop_SImon
1998,SImon,sistryubot,708.6065484713763,26031.0,sistryubot_SImon
1999,SImon,sitempbot,286.5959975402802,13629.0,sitempbot_SImon
2000,SImon,sitempsnic,247.89889310486615,36599.0,sitempsnic_SImon
2001,SImon,sitemptop,946.4304193239659,153721.0,sitemptop_SImon
2002,SImon,sithick,2060.388793328777,196431.0,sithick_SImon
2003,SImon,sitimefrac,714.3474479466677,84084.0,sitimefrac_SImon
2004,SImon,siu,2220.044940603897,270438.0,siu_SImon
2005,SImon,siv,2240.9201472885907,270651.0,siv_SImon
2006,SImon,sivol,1697.0098257055506,236230.0,sivol_SImon
2007,SImon,sivoln,94.95483287796378,23432.0,sivoln_SImon
2008,SImon,sivols,94.95395194366574,23135.0,sivols_SImon
2009,SImon,sndmassdyn,308.6276195254177,13566.0,sndmassdyn_SImon
2010,SImon,sndmassmelt,479.2748033152893,47207.0,sndmassmelt_SImon
2011,SImon,sndmasssi,222.03480969648808,7759.0,sndmasssi_SImon
2012,SImon,sndmasssnf,741.4519241033122,58735.0,sndmasssnf_SImon
2013,SImon,sndmasssubl,196.1455554002896,8935.0,sndmasssubl_SImon
2014,SImon,sndmasswindrif,19.671508088707924,1893.0,sndmasswindrif_SImon
2015,SImon,snmassacrossline,1.0822375835850835,11048.0,snmassacrossline_SImon
2016,day,clt,30316.22777248919,171190.0,clt_day
2017,day,hfls,6130.146949668415,15898.0,hfls_day
2018,day,hfss,34904.16097545158,157567.0,hfss_day
2019,day,hur,152250.78465502895,148928.0,hur_day
2020,day,hurs,45951.38582322188,236675.0,hurs_day
2021,day,hursmax,20100.36534550693,104596.0,hursmax_day
2022,day,hursmin,28635.462493863888,147666.0,hursmin_day
2023,day,hus,172264.04038575478,175995.0,hus_day
2024,day,huss,44064.31657123938,225373.0,huss_day
2025,day,mrro,6944.523179623298,83469.0,mrro_day
2026,day,mrso,8775.09168967884,103271.0,mrso_day
2027,day,mrsos,8397.269722295925,99644.0,mrsos_day
2028,day,pr,12598.19875902962,37893.0,pr_day
2029,day,prc,22017.32301740069,174211.0,prc_day
2030,day,prsn,17150.130408265628,191001.0,prsn_day
2031,day,psl,45067.065648457035,297577.0,psl_day
2032,day,rlds,39347.29010126926,211836.0,rlds_day
2033,day,rls,2912.356588270515,13380.0,rls_day
2034,day,rlus,26983.953593559563,140632.0,rlus_day
2035,day,rlut,5645.864874303341,14991.0,rlut_day
2036,day,rsds,48607.54211382102,273926.0,rsds_day
2037,day,rss,2642.623043658212,10646.0,rss_day
2038,day,rsus,24378.823949370533,116378.0,rsus_day
2039,day,sfcwind,51820.734181221575,257652.0,sfcwind_day
2040,day,sfcwindmax,41170.770699822344,207442.0,sfcwindmax_day
2041,day,snc,2781.6453865673393,107212.0,snc_day
2042,day,snw,4290.865260356106,87645.0,snw_day
2043,day,ta,189206.75401087757,251545.0,ta_day
2044,day,tas,7833.764842025936,28061.0,tas_day
2045,day,tasmax,52718.12691410165,328796.0,tasmax_day
2046,day,tasmin,51181.92228639219,316302.0,tasmin_day
2047,day,tslsi,6838.146230912767,85796.0,tslsi_day
